# code;name;componentType;supercategories;approvalstatus;catalogversion
Evaporadora_2224;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
Evaporadora_2225;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
Evaporadora_2225;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
Evaporadora_2226;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
Evaporadora_2226;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
Evaporadora_2227;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
Evaporadora_2227;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
Evaporadora_2228;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
Evaporadora_2228;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
Evaporadora_2229;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
Evaporadora_2229;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
Evaporadora_2232;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
Evaporadora_2232;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
Evaporadora_2247;Evaporadora;Evap Piso Teto;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
Evaporadora_2247;Evaporadora;Evap Piso Teto;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
Evaporadora_2251;Evaporadora;Evap Piso Teto;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
Evaporadora_2251;Evaporadora;Evap Piso Teto;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
Evaporadora_2252;Evaporadora;Evap Piso Teto;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
Evaporadora_2252;Evaporadora;Evap Piso Teto;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
Evaporadora_2253;Evaporadora;Evap Cortina;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
Evaporadora_2253;Evaporadora;Evap Cortina;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
Evaporadora_2254;Evaporadora;Evap Cortina;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
Evaporadora_2254;Evaporadora;Evap Cortina;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
Evaporadora_2257;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
Evaporadora_2257;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
Evaporadora_2258;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
Evaporadora_2258;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
Evaporadora_2259;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
Evaporadora_2259;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
Evaporadora_2260;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
Evaporadora_2260;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
Evaporadora_2261;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
Evaporadora_2261;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
Evaporadora_2262;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
Evaporadora_2262;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
Evaporadora_2307;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
Evaporadora_2307;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
Evaporadora_2308;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
Evaporadora_2308;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
Evaporadora_2309;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
Evaporadora_2309;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
Evaporadora_2310;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
Evaporadora_2310;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
Evaporadora_2311;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
Evaporadora_2311;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
Evaporadora_2312;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
Evaporadora_2312;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
Evaporadora_2313;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
Evaporadora_2313;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
Evaporadora_2314;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
Evaporadora_2314;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
Evaporadora_2315;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
Evaporadora_2315;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
Evaporadora_2317;Evaporadora;Evap Janela com Moldura;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
Evaporadora_2317;Evaporadora;Evap Janela com Moldura;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
Evaporadora_2319;Evaporadora;Evap Janela com Moldura;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
Evaporadora_2319;Evaporadora;Evap Janela com Moldura;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
Evaporadora_2321;Evaporadora;Evap Janela com Moldura;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
Evaporadora_2321;Evaporadora;Evap Janela com Moldura;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
Evaporadora_2326;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
Evaporadora_2326;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
Evaporadora_2330;Evaporadora;Evap Janela com Moldura;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
Evaporadora_2330;Evaporadora;Evap Janela com Moldura;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
Evaporadora_2331;Evaporadora;Evap Janela com Moldura;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
Evaporadora_2331;Evaporadora;Evap Janela com Moldura;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
Evaporadora_2332;Evaporadora;Evap Janela com Moldura;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
Evaporadora_2332;Evaporadora;Evap Janela com Moldura;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
Evaporadora_2334;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
Evaporadora_2334;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
Evaporadora_2337;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
Evaporadora_2337;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
Evaporadora_2348;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
Evaporadora_2348;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
Evaporadora_2356;Evaporadora;Evap Piso Teto;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
Evaporadora_2356;Evaporadora;Evap Piso Teto;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
Evaporadora_2381;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
Evaporadora_2381;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
Evaporadora_2388;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
Evaporadora_2388;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
Evaporadora_2389;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
Evaporadora_2389;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
Evaporadora_2390;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
Evaporadora_2390;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
Evaporadora_2391;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
Evaporadora_2391;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
Evaporadora_2392;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
Evaporadora_2392;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
Evaporadora_2393;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
Evaporadora_2393;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
Evaporadora_2394;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
Evaporadora_2394;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
Evaporadora_2395;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
Evaporadora_2395;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
Evaporadora_2396;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
Evaporadora_2396;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
Evaporadora_2397;Evaporadora;Evap Cortina;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
Evaporadora_2397;Evaporadora;Evap Cortina;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
Evaporadora_2398;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
Evaporadora_2398;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
Evaporadora_2415;Evaporadora;Evap Piso Teto;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
Evaporadora_2415;Evaporadora;Evap Piso Teto;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
Evaporadora_2433;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
Evaporadora_2433;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
Evaporadora_2435;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
Evaporadora_2435;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
Evaporadora_2436;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
Evaporadora_2436;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
Evaporadora_2443;Evaporadora;Evap Portatil;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
Evaporadora_2443;Evaporadora;Evap Portatil;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
Evaporadora_2448;Evaporadora;Evap Cassete Detalhado painel;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
Evaporadora_2448;Evaporadora;Evap Cassete Detalhado painel;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
Evaporadora_2449;Evaporadora;Evap Piso Teto;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
Evaporadora_2449;Evaporadora;Evap Piso Teto;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
Evaporadora_2459;Evaporadora;Evap Piso Teto;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
Evaporadora_2459;Evaporadora;Evap Piso Teto;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
Evaporadora_2462;Evaporadora;Evap Janela com Moldura;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
Evaporadora_2462;Evaporadora;Evap Janela com Moldura;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
Evaporadora_2467;Evaporadora;Evap Piso Teto;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
Evaporadora_2467;Evaporadora;Evap Piso Teto;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
Evaporadora_2468;Evaporadora;Evap Piso Teto;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
Evaporadora_2468;Evaporadora;Evap Piso Teto;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
Evaporadora_2480;Evaporadora;Evap Piso Teto;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
Evaporadora_2480;Evaporadora;Evap Piso Teto;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
Evaporadora_2482;Evaporadora;Evap Piso Teto;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
Evaporadora_2482;Evaporadora;Evap Piso Teto;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
Evaporadora_2484;Evaporadora;Evap Cassete Detalhado painel;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
Evaporadora_2484;Evaporadora;Evap Cassete Detalhado painel;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
Evaporadora_2485;Evaporadora;Evap Cassete Detalhado painel;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
Evaporadora_2485;Evaporadora;Evap Cassete Detalhado painel;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
Evaporadora_2491;Evaporadora;Evap Cassete Detalhado painel;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
Evaporadora_2491;Evaporadora;Evap Cassete Detalhado painel;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
Evaporadora_2502;Evaporadora;Evap Piso Teto;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
Evaporadora_2502;Evaporadora;Evap Piso Teto;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
Evaporadora_2503;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
Evaporadora_2503;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
Evaporadora_2504;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
Evaporadora_2504;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
Evaporadora_2505;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
Evaporadora_2505;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
Evaporadora_2506;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
Evaporadora_2506;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
Evaporadora_2507;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
Evaporadora_2507;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
Evaporadora_2508;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
Evaporadora_2508;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
Evaporadora_2509;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
Evaporadora_2509;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
Evaporadora_2510;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
Evaporadora_2510;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
Evaporadora_2512;Evaporadora;Evap Cassete Detalhado painel;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
Evaporadora_2512;Evaporadora;Evap Cassete Detalhado painel;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
Evaporadora_2513;Evaporadora;Evap Cortina;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
Evaporadora_2513;Evaporadora;Evap Cortina;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
Evaporadora_2514;Evaporadora;Evap Cortina;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
Evaporadora_2514;Evaporadora;Evap Cortina;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
Evaporadora_2515;Evaporadora;Evap Cortina;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
Evaporadora_2515;Evaporadora;Evap Cortina;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
Evaporadora_2540;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
Evaporadora_2540;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
Evaporadora_2542;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
Evaporadora_2542;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
Evaporadora_2543;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
Evaporadora_2543;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
Evaporadora_2544;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
Evaporadora_2544;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
Evaporadora_2545;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
Evaporadora_2545;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
Evaporadora_2552;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
Evaporadora_2552;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
Evaporadora_2553;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
Evaporadora_2553;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
Evaporadora_2554;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
Evaporadora_2554;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
Evaporadora_2556;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
Evaporadora_2556;Evaporadora;Evap Split;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
Evaporadora_2100;Evaporadora;Evap Cassete Detalhado painel;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
Evaporadora_2100;Evaporadora;Evap Cassete Detalhado painel;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
Evaporadora_2116;Evaporadora;Evap Piso Teto;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
Evaporadora_2116;Evaporadora;Evap Piso Teto;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
Evaporadora_2382;Evaporadora;Evap Piso Teto;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
Evaporadora_2382;Evaporadora;Evap Piso Teto;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
Evaporadora_2384;Evaporadora;Evap Piso Teto;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
Evaporadora_2384;Evaporadora;Evap Piso Teto;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
Evaporadora_2475;Evaporadora;Evap Piso Teto;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Staged
Evaporadora_2475;Evaporadora;Evap Piso Teto;ESPECIFICACOES_TECNICAS:centralArClassificationCatalog:1.0;approved;centralArProductCatalog:Online
