# code;@EAN_CODE;@WIDTH;@HEIGHT;@DEPTH;@GROSS_WEIGHT;catalogVersion
Evaporadora_2476;7898554872517;1650;230;700;40,3;centralArProductCatalog:Staged
Evaporadora_2476;7898554872517;1650;230;700;40,3;centralArProductCatalog:Online
Evaporadora_2496;7898554873378;910;287;910;34,4;centralArProductCatalog:Staged
Evaporadora_2496;7898554873378;910;287;910;34,4;centralArProductCatalog:Online
Evaporadora_2500;7898554872463;840;287;840;28,1;centralArProductCatalog:Staged
Evaporadora_2500;7898554872463;840;287;840;28,1;centralArProductCatalog:Online
Evaporadora_2383;7898554872388;1645;233;628;37,6;centralArProductCatalog:Staged
Evaporadora_2383;7898554872388;1645;233;628;37,6;centralArProductCatalog:Online
Evaporadora_2404;7898626575667;2140;635;265;55;centralArProductCatalog:Staged
Evaporadora_2404;7898626575667;2140;635;265;55;centralArProductCatalog:Online
Evaporadora_2430;7898554872494;1650;233;628;40,1;centralArProductCatalog:Staged
Evaporadora_2430;7898554872494;1650;233;628;40,1;centralArProductCatalog:Online
Evaporadora_2473;7898554872470;1650;230;700;40,3;centralArProductCatalog:Staged
Evaporadora_2473;7898554872470;1650;230;700;40,3;centralArProductCatalog:Online
Evaporadora_2474;7898554872340;1650;230;700;40,3;centralArProductCatalog:Staged
Evaporadora_2474;7898554872340;1650;230;700;40,3;centralArProductCatalog:Online
Evaporadora_2477;7898554872494;1650;230;700;40,3;centralArProductCatalog:Staged
Evaporadora_2477;7898554872494;1650;230;700;40,3;centralArProductCatalog:Online
Evaporadora_2494;7898554872470;840;287;840;28,1;centralArProductCatalog:Staged
Evaporadora_2494;7898554872470;840;287;840;28,1;centralArProductCatalog:Online
Evaporadora_2495;7898554873316;840;287;840;28,1;centralArProductCatalog:Staged
Evaporadora_2495;7898554873316;840;287;840;28,1;centralArProductCatalog:Online
Evaporadora_2498;7898554873378;910;287;910;34,4;centralArProductCatalog:Staged
Evaporadora_2498;7898554873378;910;287;910;34,4;centralArProductCatalog:Online
