# code;components;@POWER_SUPPLY;@IDEAL_FOR_ENVIRONMENT;@MANUFACTURER;@COLOR;@MIN_MAX_NOMINAL_CAPACITY;@CONDENSER_MATERIAL;@BACKLIT_REMOTE_CONTROL;@STABLE_TEMPERATURE_CONTROL;@EVAPORATOR_TEMPERATURE_INDICATOR;@BREEZE_FUNCTION;@DEHUMIDIFICATION;@ANTI_BACTERIA_FILTER;@CLEAR_FILTER_WARNING;@ANTI_CORROSION_PROTECTION;@MEMORY;@TURBO;@SWING;@VENTILATION_SPEED_REGULATION;@SLEEP;@TIMER;@WIDTH;@PACKAGE_CONTENT;@NET_WEIGHT;@GROSS_WEIGHT;@DEPTH;@HEIGHT;@EER;@REFRIGERANT_GAS;@CAPACITY;@PRODUCT_WARRANTY;@CONDENSER_TYPE;@AIR_FLOW;@LIQUID_LINE_DIAMETER;@INTERNAL_NOISE_LEVEL;@EXTERNAL_NOISE_LEVEL;@REMOTE_CONTROL;@SUCTION_LINE_DIAMETER;@SERPENTINE_MATERIAL;@LEFT_RIGHT_AIR_CONTROL;@UP_DOWN_AIR_CONTROL;@ENERGY_CONSUMPTION;@COMPRESSOR_TECNOLOGY;@PHASE;@COOLING_POWER;@VOLTAGE;@EAN_CODE;@CYCLE;@ELETRIC_COOLING_CURRENT;@ENERGETIC_CLASSIFICATION_INMETRO;@CAPACITY_BTU;@HEATING_POWER;@ELETRIC_HEATING_CURRENT;@FREQUENCY;catalogVersion
1522;Evaporadora_1522:centralArProductCatalog:Staged;;;Delonghi;Gelo;;;false;false;true;false;true;true;false;false;false;false;false;true;false;true;;;;;;;;R410-A;;Garantia de 5 anos no compressor e 2 anos nas demais peças concedido pela Delonghi conforme descrito no Manual do fabricante.;;240-330;;51;;true;;;manual;manual;;onOff;singlePhase;1200W;110V;;cold;;;10500;;;60;centralArProductCatalog:Staged
1522;Evaporadora_1522:centralArProductCatalog:Online;;;Delonghi;Gelo;;;false;false;true;false;true;true;false;false;false;false;false;true;false;true;;;;;;;;R410-A;;Garantia de 5 anos no compressor e 2 anos nas demais peças concedido pela Delonghi conforme descrito no Manual do fabricante.;;240-330;;51;;true;;;manual;manual;;onOff;singlePhase;1200W;110V;;cold;;;10500;;;60;centralArProductCatalog:Online
1812;Evaporadora_1812:centralArProductCatalog:Staged;evaporator;;Springer Midea;Branco;;;false;false;false;false;false;true;false;false;false;false;false;true;false;false;;;;;;;2,94;R410-A;10000;A garantia deste produto é de 1 ano concedido pela Springer Midea conforme descrito no Manual do fabricante.;horizontal;374 m³/h;;49,5;49,5;false;;coper;manual;manual;21;onOff;singlePhase;996W;110V;;cold;8,65A;b_inmetro;10000;;;60;centralArProductCatalog:Staged
1812;Evaporadora_1812:centralArProductCatalog:Online;evaporator;;Springer Midea;Branco;;;false;false;false;false;false;true;false;false;false;false;false;true;false;false;;;;;;;2,94;R410-A;10000;A garantia deste produto é de 1 ano concedido pela Springer Midea conforme descrito no Manual do fabricante.;horizontal;374 m³/h;;49,5;49,5;false;;coper;manual;manual;21;onOff;singlePhase;996W;110V;;cold;8,65A;b_inmetro;10000;;;60;centralArProductCatalog:Online
1966;Evaporadora_1966:centralArProductCatalog:Staged;evaporator;;Springer Midea;Branco;;;false;false;false;false;false;false;false;false;false;true;false;false;false;false;;;;;;;2,93;R410-A;7500;A garantia deste produto é de 1 ano concedido pela Springer Midea conforme descrito no Manual do fabricante.;horizontal;350;;46,0;46,0;false;;coper;manual;manual;16;onOff;singlePhase;750W;110V;;cold;6,05A;a_inmetro;7500;;;60;centralArProductCatalog:Staged
1966;Evaporadora_1966:centralArProductCatalog:Online;evaporator;;Springer Midea;Branco;;;false;false;false;false;false;false;false;false;false;true;false;false;false;false;;;;;;;2,93;R410-A;7500;A garantia deste produto é de 1 ano concedido pela Springer Midea conforme descrito no Manual do fabricante.;horizontal;350;;46,0;46,0;false;;coper;manual;manual;16;onOff;singlePhase;750W;110V;;cold;6,05A;a_inmetro;7500;;;60;centralArProductCatalog:Online
1968;Evaporadora_1968:centralArProductCatalog:Staged;evaporator;;Springer Midea;Branco;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;;;;2,96;R410-A;12000;A garantia deste produto é de 1 ano concedido pela Springer Midea conforme descrito no Manual do fabricante.;horizontal;460;;47,5;47,5;false;;coper;manual;manual;25,0;onOff;singlePhase;1189;110V;;cold;10A;b_inmetro;12000;;;60Hz;centralArProductCatalog:Staged
1968;Evaporadora_1968:centralArProductCatalog:Online;evaporator;;Springer Midea;Branco;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;;;;2,96;R410-A;12000;A garantia deste produto é de 1 ano concedido pela Springer Midea conforme descrito no Manual do fabricante.;horizontal;460;;47,5;47,5;false;;coper;manual;manual;25,0;onOff;singlePhase;1189;110V;;cold;10A;b_inmetro;12000;;;60Hz;centralArProductCatalog:Online
2316;Evaporadora_2316:centralArProductCatalog:Staged;evaporator;;Consul;Branco;;;false;false;false;false;false;true;false;true;false;false;false;true;false;false;;;;;;;2,94;R22;;A garantia deste produto é de 1 ano concedido pela Consul conforme descrito no Manual do fabricante.;horizontal;420;;51;51;false;;coper;manual;manual;15,7;onOff;singlePhase;748W;110V;;cold;6,1A;a_inmetro;7500;;;60;centralArProductCatalog:Staged
2316;Evaporadora_2316:centralArProductCatalog:Online;evaporator;;Consul;Branco;;;false;false;false;false;false;true;false;true;false;false;false;true;false;false;;;;;;;2,94;R22;;A garantia deste produto é de 1 ano concedido pela Consul conforme descrito no Manual do fabricante.;horizontal;420;;51;51;false;;coper;manual;manual;15,7;onOff;singlePhase;748W;110V;;cold;6,1A;a_inmetro;7500;;;60;centralArProductCatalog:Online
2318;Evaporadora_2318:centralArProductCatalog:Staged;evaporator;;Consul;Branco;;;false;false;true;false;true;true;true;false;false;true;false;true;true;true;;;;;;;2,94;R22;7500;A garantia deste produto é de 1 ano concedido pela Consul conforme descrito no Manual do fabricante.;horizontal;420;;51;51;true;;coper;manual;manual;15,7;onOff;singlePhase;748W;110V;;cold;6,1A;a_inmetro;7500;;;60;centralArProductCatalog:Staged
2318;Evaporadora_2318:centralArProductCatalog:Online;evaporator;;Consul;Branco;;;false;false;true;false;true;true;true;false;false;true;false;true;true;true;;;;;;;2,94;R22;7500;A garantia deste produto é de 1 ano concedido pela Consul conforme descrito no Manual do fabricante.;horizontal;420;;51;51;true;;coper;manual;manual;15,7;onOff;singlePhase;748W;110V;;cold;6,1A;a_inmetro;7500;;;60;centralArProductCatalog:Online
2320;Evaporadora_2320:centralArProductCatalog:Staged;evaporator;;Consul;Branco;;;false;false;false;false;false;true;false;true;false;false;false;true;false;false;;;;;;;3,04;R410-A;10000;A garantia deste produto é de 1 ano concedido pela Consul conforme descrito no Manual do fabricante.;horizontal;530;;56;56;false;;coper;manual;manual;20,2;onOff;singlePhase;964W;110V;;cold;7,8A;a_inmetro;10000;;;60;centralArProductCatalog:Staged
2320;Evaporadora_2320:centralArProductCatalog:Online;evaporator;;Consul;Branco;;;false;false;false;false;false;true;false;true;false;false;false;true;false;false;;;;;;;3,04;R410-A;10000;A garantia deste produto é de 1 ano concedido pela Consul conforme descrito no Manual do fabricante.;horizontal;530;;56;56;false;;coper;manual;manual;20,2;onOff;singlePhase;964W;110V;;cold;7,8A;a_inmetro;10000;;;60;centralArProductCatalog:Online
2328;Evaporadora_2328:centralArProductCatalog:Staged;evaporator;;Consul;Branco;;;false;false;false;false;false;false;false;true;false;false;false;true;false;true;;;;;;;3,04;R22;12000;Garantia de 1 ano concedida pela Consul conforme descrito no Manual do fabricante.;horizontal;420;;51;51;true;;coper;manual;manual;24,5;onOff;singlePhase;1157W;110V;;cold;9,4A;a_inmetro;12000;;;60;centralArProductCatalog:Staged
2328;Evaporadora_2328:centralArProductCatalog:Online;evaporator;;Consul;Branco;;;false;false;false;false;false;false;false;true;false;false;false;true;false;true;;;;;;;3,04;R22;12000;Garantia de 1 ano concedida pela Consul conforme descrito no Manual do fabricante.;horizontal;420;;51;51;true;;coper;manual;manual;24,5;onOff;singlePhase;1157W;110V;;cold;9,4A;a_inmetro;12000;;;60;centralArProductCatalog:Online
2329;Evaporadora_2329:centralArProductCatalog:Staged;evaporator;;Consul;Branco;;;false;false;true;false;true;true;true;true;false;true;false;true;true;true;;;;;;;3,04;R410-A;10000;A garantia deste produto é de 1 ano concedido pela Consul conforme descrito no Manual do fabricante.;horizontal;530;;56;56;true;;coper;manual;manual;20,2;onOff;singlePhase;964W;110V;;cold;7,8A;a_inmetro;10000;;;60;centralArProductCatalog:Staged
2329;Evaporadora_2329:centralArProductCatalog:Online;evaporator;;Consul;Branco;;;false;false;true;false;true;true;true;true;false;true;false;true;true;true;;;;;;;3,04;R410-A;10000;A garantia deste produto é de 1 ano concedido pela Consul conforme descrito no Manual do fabricante.;horizontal;530;;56;56;true;;coper;manual;manual;20,2;onOff;singlePhase;964W;110V;;cold;7,8A;a_inmetro;10000;;;60;centralArProductCatalog:Online
2442;Evaporadora_2442:centralArProductCatalog:Staged;evaporator;;Agratto;Branco;;;true;true;true;true;true;false;false;false;true;false;true;true;true;true;;;;;;;3,24;R410-A;11000;Garantia de 1 ano concedido pela Agratto conforme descrito no Manual do fabricante.;;410;;52;;true;;;manual;automatic;;onOff;singlePhase;1050W;110V;;cold;;;11000;;;60;centralArProductCatalog:Staged
2442;Evaporadora_2442:centralArProductCatalog:Online;evaporator;;Agratto;Branco;;;true;true;true;true;true;false;false;false;true;false;true;true;true;true;;;;;;;3,24;R410-A;11000;Garantia de 1 ano concedido pela Agratto conforme descrito no Manual do fabricante.;;410;;52;;true;;;manual;automatic;;onOff;singlePhase;1050W;110V;;cold;;;11000;;;60;centralArProductCatalog:Online
248;Evaporadora_248:centralArProductCatalog:Staged;evaporator;;Consul;Branco;;;false;false;false;false;false;true;false;true;false;false;false;false;false;false;;;;;;;3,13;R22;12000;A garantia deste produto é de 1 ano concedido pela Consul conforme descrito no Manual do fabricante.;horizontal;530;;54;54;false;;coper;manual;manual;24,5;onOff;singlePhase;1.125;220V;;cold;6,1A;a_inmetro;12000;;;60;centralArProductCatalog:Staged
248;Evaporadora_248:centralArProductCatalog:Online;evaporator;;Consul;Branco;;;false;false;false;false;false;true;false;true;false;false;false;false;false;false;;;;;;;3,13;R22;12000;A garantia deste produto é de 1 ano concedido pela Consul conforme descrito no Manual do fabricante.;horizontal;530;;54;54;false;;coper;manual;manual;24,5;onOff;singlePhase;1.125;220V;;cold;6,1A;a_inmetro;12000;;;60;centralArProductCatalog:Online
1141;Evaporadora_1141:centralArProductCatalog:Staged;;;Midea;BRANCO;;;false;false;true;true;true;true;false;false;true;true;true;true;true;true;450;;;;390;353;3.02;R22;;02 anos concedida pela Midea.;horizontal;400;3/8;35;52;;1/4;;manual;;14,3;onOff;;680;220V;;hotCold;;b_inmetro;7000;680;;;centralArProductCatalog:Staged
1141;Evaporadora_1141:centralArProductCatalog:Online;;;Midea;BRANCO;;;false;false;true;true;true;true;false;false;true;true;true;true;true;true;450;;;;390;353;3.02;R22;;02 anos concedida pela Midea.;horizontal;400;3/8;35;52;;1/4;;manual;;14,3;onOff;;680;220V;;hotCold;;b_inmetro;7000;680;;;centralArProductCatalog:Online
1244;Evaporadora_1244:centralArProductCatalog:Staged;;;Carrier;;;;;;;;;;;;;;;;;;845;;;;335;695;22000;R410-A;;;;1100;;;;;;;;;;inverter;;1955 W;220V;;hotCold;8,69;a_inmetro;22000;;;;centralArProductCatalog:Staged
1244;Evaporadora_1244:centralArProductCatalog:Online;;;Carrier;;;;;;;;;;;;;;;;;;845;;;;335;695;22000;R410-A;;;;1100;;;;;;;;;;inverter;;1955 W;220V;;hotCold;8,69;a_inmetro;22000;;;;centralArProductCatalog:Online
1719;Evaporadora_1719:centralArProductCatalog:Staged;evaporator;;Springer;Branco;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;;;;;;;Garantia de 1 ano concedida pela Springer quando instalado por técnico credenciado pelo fabricante. Quando instalado por técnico não credenciado pelo fabricante, a garantia passa a ser de 90 dias conforme descrito no Manual do fabricante.;;1400;;50;50;true;;;manual;manual;26,6;onOff;singlePhase;;220V;;;;;100;;;60;centralArProductCatalog:Staged
1719;Evaporadora_1719:centralArProductCatalog:Online;evaporator;;Springer;Branco;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;;;;;;;Garantia de 1 ano concedida pela Springer quando instalado por técnico credenciado pelo fabricante. Quando instalado por técnico não credenciado pelo fabricante, a garantia passa a ser de 90 dias conforme descrito no Manual do fabricante.;;1400;;50;50;true;;;manual;manual;26,6;onOff;singlePhase;;220V;;;;;100;;;60;centralArProductCatalog:Online
1720;Evaporadora_1720:centralArProductCatalog:Staged;evaporator;;Springer;Branco;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;;;;;;;Garantia de 1 ano concedida pela Springer quando instalado por técnico credenciado pelo fabricante. Quando instalado por técnico não credenciado pelo fabricante, a garantia passa a ser de 90 dias conforme descrito no Manual do fabricante.;horizontal;1900;;51;51;true;;;manual;manual;26,6;onOff;singlePhase;;220V;;;;;100;;;60;centralArProductCatalog:Staged
1720;Evaporadora_1720:centralArProductCatalog:Online;evaporator;;Springer;Branco;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;;;;;;;Garantia de 1 ano concedida pela Springer quando instalado por técnico credenciado pelo fabricante. Quando instalado por técnico não credenciado pelo fabricante, a garantia passa a ser de 90 dias conforme descrito no Manual do fabricante.;horizontal;1900;;51;51;true;;;manual;manual;26,6;onOff;singlePhase;;220V;;;;;100;;;60;centralArProductCatalog:Online
1721;Evaporadora_1721:centralArProductCatalog:Staged;evaporator;;Springer;Branco;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;;;;;;;Garantia de 1 ano concedida pela Springer quando instalado por técnico credenciado pelo fabricante. Quando instalado por técnico não credenciado pelo fabricante, a garantia passa a ser de 90 dias conforme descrito no Manual do fabricante.;horizontal;2500;;52;52;true;;;manual;manual;26,6;onOff;singlePhase;;220V;;;;;100;;;60;centralArProductCatalog:Staged
1721;Evaporadora_1721:centralArProductCatalog:Online;evaporator;;Springer;Branco;;;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;;;;;;;;Garantia de 1 ano concedida pela Springer quando instalado por técnico credenciado pelo fabricante. Quando instalado por técnico não credenciado pelo fabricante, a garantia passa a ser de 90 dias conforme descrito no Manual do fabricante.;horizontal;2500;;52;52;true;;;manual;manual;26,6;onOff;singlePhase;;220V;;;;;100;;;60;centralArProductCatalog:Online
1801;Evaporadora_1801:centralArProductCatalog:Staged;condenser;;Springer Midea;Branco;9000;;true;false;false;false;false;true;false;false;true;true;true;true;true;true;442;;;;395;563;3,27;R410-A;9000;Garantia de 1 ano concedida pela Springer Midea quando instalado por técnico credenciado pelo fabricante. Quando instalado por técnico não credenciado pelo fabricante, a garantia passa a ser de 90 dias conforme descrito no Manual do fabricante.;vertical;497  m³/h;1/4 pol;;;true;3/8 pol;coper;manual;automatic;17,09;onOff;singlePhase;814W;220V;7898626572734;cold;3,89A;a_inmetro;9000;;;60;centralArProductCatalog:Staged
1801;Evaporadora_1801:centralArProductCatalog:Online;condenser;;Springer Midea;Branco;9000;;true;false;false;false;false;true;false;false;true;true;true;true;true;true;442;;;;395;563;3,27;R410-A;9000;Garantia de 1 ano concedida pela Springer Midea quando instalado por técnico credenciado pelo fabricante. Quando instalado por técnico não credenciado pelo fabricante, a garantia passa a ser de 90 dias conforme descrito no Manual do fabricante.;vertical;497  m³/h;1/4 pol;;;true;3/8 pol;coper;manual;automatic;17,09;onOff;singlePhase;814W;220V;7898626572734;cold;3,89A;a_inmetro;9000;;;60;centralArProductCatalog:Online
1802;Evaporadora_1802:centralArProductCatalog:Staged;condenser;;Springer Midea;Branco;9000;;true;false;false;false;false;true;false;false;true;true;true;true;true;true;442;;;;395;563;3,24;R410-A;9000;Garantia de 1 ano concedida pela Springer Midea quando instalado por técnico credenciado pelo fabricante. Quando instalado por técnico não credenciado pelo fabricante, a garantia passa a ser de 90 dias conforme descrito no Manual do fabricante.;vertical;570  m³/h;1/4 pol;;;true;3/8 pol;coper;manual;automatic;17,09;onOff;singlePhase;814W;220V;7898626572772;hotCold;3,89A;a_inmetro;9000;814;3,89;60;centralArProductCatalog:Staged
1802;Evaporadora_1802:centralArProductCatalog:Online;condenser;;Springer Midea;Branco;9000;;true;false;false;false;false;true;false;false;true;true;true;true;true;true;442;;;;395;563;3,24;R410-A;9000;Garantia de 1 ano concedida pela Springer Midea quando instalado por técnico credenciado pelo fabricante. Quando instalado por técnico não credenciado pelo fabricante, a garantia passa a ser de 90 dias conforme descrito no Manual do fabricante.;vertical;570  m³/h;1/4 pol;;;true;3/8 pol;coper;manual;automatic;17,09;onOff;singlePhase;814W;220V;7898626572772;hotCold;3,89A;a_inmetro;9000;814;3,89;60;centralArProductCatalog:Online
1804;Evaporadora_1804:centralArProductCatalog:Staged;condenser;;Springer Midea;Branco;12000;;true;false;false;false;false;true;false;false;true;true;true;true;true;true;552;;;;452;563;3,24;R410-A;12000;Garantia de 1 ano concedida pela Springer Midea quando instalado por técnico credenciado pelo fabricante. Quando instalado por técnico não credenciado pelo fabricante, a garantia passa a ser de 90 dias conforme descrito no Manual do fabricante.;vertical;570  m³/h;1/4 pol;;;true;1/2 pol;coper;manual;automatic;22,78;onOff;singlePhase;1085W;220V;7898626572789;hotCold;5,18A;a_inmetro;12000;1085W;5,18A;60;centralArProductCatalog:Staged
1804;Evaporadora_1804:centralArProductCatalog:Online;condenser;;Springer Midea;Branco;12000;;true;false;false;false;false;true;false;false;true;true;true;true;true;true;552;;;;452;563;3,24;R410-A;12000;Garantia de 1 ano concedida pela Springer Midea quando instalado por técnico credenciado pelo fabricante. Quando instalado por técnico não credenciado pelo fabricante, a garantia passa a ser de 90 dias conforme descrito no Manual do fabricante.;vertical;570  m³/h;1/4 pol;;;true;1/2 pol;coper;manual;automatic;22,78;onOff;singlePhase;1085W;220V;7898626572789;hotCold;5,18A;a_inmetro;12000;1085W;5,18A;60;centralArProductCatalog:Online
1806;Evaporadora_1806:centralArProductCatalog:Staged;condenser;;Springer Midea;Branco;18000;;true;false;false;false;false;true;false;false;true;true;true;true;true;true;552;;;;452;704;3,24;R410-A;18000;Garantia de 1 ano concedida pela Springer Midea quando instalado por técnico credenciado pelo fabricante. Quando instalado por técnico não credenciado pelo fabricante, a garantia passa a ser de 90 dias conforme descrito no Manual do fabricante.;vertical;871  m³/h;1/4 pol;;;true;5/8 pol;coper;manual;automatic;34,0;onOff;singlePhase;1625W;220V;7898626572796;hotCold;8,2A;a_inmetro;18000;1625W;8,2A;60;centralArProductCatalog:Staged
1806;Evaporadora_1806:centralArProductCatalog:Online;condenser;;Springer Midea;Branco;18000;;true;false;false;false;false;true;false;false;true;true;true;true;true;true;552;;;;452;704;3,24;R410-A;18000;Garantia de 1 ano concedida pela Springer Midea quando instalado por técnico credenciado pelo fabricante. Quando instalado por técnico não credenciado pelo fabricante, a garantia passa a ser de 90 dias conforme descrito no Manual do fabricante.;vertical;871  m³/h;1/4 pol;;;true;5/8 pol;coper;manual;automatic;34,0;onOff;singlePhase;1625W;220V;7898626572796;hotCold;8,2A;a_inmetro;18000;1625W;8,2A;60;centralArProductCatalog:Online
1807;Evaporadora_1807:centralArProductCatalog:Staged;condenser;;Springer Midea;Branco;22000;;true;false;false;false;false;true;false;false;true;true;true;true;true;true;552;;;;452;704;3,24;R410-A;22000;Garantia de 1 ano concedida pela Springer Midea quando instalado por técnico credenciado pelo fabricante. Quando instalado por técnico não credenciado pelo fabricante, a garantia passa a ser de 90 dias conforme descrito no Manual do fabricante.;vertical;1170  m³/h;1/4 pol;;;true;5/8 pol;coper;manual;automatic;41,80;onOff;singlePhase;1990W;220V;7898626572765;cold;9,7A;a_inmetro;22000;;;60;centralArProductCatalog:Staged
1807;Evaporadora_1807:centralArProductCatalog:Online;condenser;;Springer Midea;Branco;22000;;true;false;false;false;false;true;false;false;true;true;true;true;true;true;552;;;;452;704;3,24;R410-A;22000;Garantia de 1 ano concedida pela Springer Midea quando instalado por técnico credenciado pelo fabricante. Quando instalado por técnico não credenciado pelo fabricante, a garantia passa a ser de 90 dias conforme descrito no Manual do fabricante.;vertical;1170  m³/h;1/4 pol;;;true;5/8 pol;coper;manual;automatic;41,80;onOff;singlePhase;1990W;220V;7898626572765;cold;9,7A;a_inmetro;22000;;;60;centralArProductCatalog:Online
1808;Evaporadora_1808:centralArProductCatalog:Staged;condenser;;Springer Midea;Branco;22000;;true;false;false;false;false;true;false;false;true;true;true;true;true;true;552;;;;452;704;3,04;R410-A;22000;Garantia de 1 ano concedida pela Springer Midea quando instalado por técnico credenciado pelo fabricante. Quando instalado por técnico não credenciado pelo fabricante, a garantia passa a ser de 90 dias conforme descrito no Manual do fabricante.;vertical;1170  m³/h;1/4 pol;;;true;5/8 pol;coper;manual;automatic;45;onOff;singlePhase;2121W;220V;7898626572802;hotCold;10,5A;b_inmetro;22000;2121W;10,5A;60;centralArProductCatalog:Staged
1808;Evaporadora_1808:centralArProductCatalog:Online;condenser;;Springer Midea;Branco;22000;;true;false;false;false;false;true;false;false;true;true;true;true;true;true;552;;;;452;704;3,04;R410-A;22000;Garantia de 1 ano concedida pela Springer Midea quando instalado por técnico credenciado pelo fabricante. Quando instalado por técnico não credenciado pelo fabricante, a garantia passa a ser de 90 dias conforme descrito no Manual do fabricante.;vertical;1170  m³/h;1/4 pol;;;true;5/8 pol;coper;manual;automatic;45;onOff;singlePhase;2121W;220V;7898626572802;hotCold;10,5A;b_inmetro;22000;2121W;10,5A;60;centralArProductCatalog:Online
1809;Evaporadora_1809:centralArProductCatalog:Staged;condenser;;Springer Midea;Branco;29000;;true;false;true;false;false;true;false;false;true;true;true;true;true;true;565;;;;452;704;3,03;R410-A;30000;Garantia de 1 ano concedida pela Springer Midea quando instalado por técnico credenciado pelo fabricante. Quando instalado por técnico não credenciado pelo fabricante, a garantia passa a ser de 90 dias conforme descrito no Manual do fabricante.;vertical;1360;3/8 pol;;;true;5/8 pol;coper;manual;automatic;29,0;onOff;singlePhase;2902W;220V;7898626573311;cold;13,5A;b_inmetro;29000;;;60;centralArProductCatalog:Staged
1809;Evaporadora_1809:centralArProductCatalog:Online;condenser;;Springer Midea;Branco;29000;;true;false;true;false;false;true;false;false;true;true;true;true;true;true;565;;;;452;704;3,03;R410-A;30000;Garantia de 1 ano concedida pela Springer Midea quando instalado por técnico credenciado pelo fabricante. Quando instalado por técnico não credenciado pelo fabricante, a garantia passa a ser de 90 dias conforme descrito no Manual do fabricante.;vertical;1360;3/8 pol;;;true;5/8 pol;coper;manual;automatic;29,0;onOff;singlePhase;2902W;220V;7898626573311;cold;13,5A;b_inmetro;29000;;;60;centralArProductCatalog:Online
1810;Evaporadora_1810:centralArProductCatalog:Staged;condenser;;Springer Midea;Branco;29000;;true;false;true;false;false;true;false;false;true;true;true;true;true;true;565;;;;452;704;3,04;R410-A;30000;Garantia de 1 ano concedida pela Springer Midea quando instalado por técnico credenciado pelo fabricante. Quando instalado por técnico não credenciado pelo fabricante, a garantia passa a ser de 90 dias conforme descrito no Manual do fabricante.;vertical;1360;3/8 pol;;;true;5/8 pol;coper;manual;automatic;60,94;onOff;singlePhase;2893W;220V;7898626573328;hotCold;13,4A;b_inmetro;29000;2893W;13,4A;60;centralArProductCatalog:Staged
1810;Evaporadora_1810:centralArProductCatalog:Online;condenser;;Springer Midea;Branco;29000;;true;false;true;false;false;true;false;false;true;true;true;true;true;true;565;;;;452;704;3,04;R410-A;30000;Garantia de 1 ano concedida pela Springer Midea quando instalado por técnico credenciado pelo fabricante. Quando instalado por técnico não credenciado pelo fabricante, a garantia passa a ser de 90 dias conforme descrito no Manual do fabricante.;vertical;1360;3/8 pol;;;true;5/8 pol;coper;manual;automatic;60,94;onOff;singlePhase;2893W;220V;7898626573328;hotCold;13,4A;b_inmetro;29000;2893W;13,4A;60;centralArProductCatalog:Online
1811;Evaporadora_1811:centralArProductCatalog:Staged;evaporator;;Springer Midea;Branco;;;false;false;false;false;false;true;false;false;false;false;false;true;false;false;;;;;;;2,93;R410-A;7500;A garantia deste produto é de 1 ano concedido pela Springer Midea conforme descrito no Manual do fabricante.;horizontal;350  m³/h;;46,5;46,5;false;;coper;manual;manual;16;onOff;singlePhase;750W;220V;;cold;3,5A;a_inmetro;7500;;;60;centralArProductCatalog:Staged
1811;Evaporadora_1811:centralArProductCatalog:Online;evaporator;;Springer Midea;Branco;;;false;false;false;false;false;true;false;false;false;false;false;true;false;false;;;;;;;2,93;R410-A;7500;A garantia deste produto é de 1 ano concedido pela Springer Midea conforme descrito no Manual do fabricante.;horizontal;350  m³/h;;46,5;46,5;false;;coper;manual;manual;16;onOff;singlePhase;750W;220V;;cold;3,5A;a_inmetro;7500;;;60;centralArProductCatalog:Online
1813;Evaporadora_1813:centralArProductCatalog:Staged;evaporator;;Springer Midea;Branco;;;false;false;false;false;false;true;false;false;false;false;false;true;false;false;;;;;;;2,96;R410-A;12000;A garantia deste produto é de 1 ano concedido pela Springer Midea conforme descrito no Manual do fabricante.;horizontal;460 m³/h;;47,5;47,5;false;;coper;manual;manual;25;onOff;singlePhase;1189W;220V;;cold;5,5A;b_inmetro;12000;;;60;centralArProductCatalog:Staged
1813;Evaporadora_1813:centralArProductCatalog:Online;evaporator;;Springer Midea;Branco;;;false;false;false;false;false;true;false;false;false;false;false;true;false;false;;;;;;;2,96;R410-A;12000;A garantia deste produto é de 1 ano concedido pela Springer Midea conforme descrito no Manual do fabricante.;horizontal;460 m³/h;;47,5;47,5;false;;coper;manual;manual;25;onOff;singlePhase;1189W;220V;;cold;5,5A;b_inmetro;12000;;;60;centralArProductCatalog:Online
1816;Evaporadora_1816:centralArProductCatalog:Staged;evaporator;;Springer Midea;Branco;;;false;false;false;false;false;true;false;false;false;false;false;true;false;false;;;;;;;3,07;R410-A;10000;A garantia deste produto é de 1 ano concedido pela Springer Midea conforme descrito no Manual do fabricante.;horizontal;374 m³/h;;49,5;49,5;false;;coper;manual;manual;20;onOff;singlePhase;963W;220V;;cold;4,3A;a_inmetro;10000;;;60;centralArProductCatalog:Staged
1816;Evaporadora_1816:centralArProductCatalog:Online;evaporator;;Springer Midea;Branco;;;false;false;false;false;false;true;false;false;false;false;false;true;false;false;;;;;;;3,07;R410-A;10000;A garantia deste produto é de 1 ano concedido pela Springer Midea conforme descrito no Manual do fabricante.;horizontal;374 m³/h;;49,5;49,5;false;;coper;manual;manual;20;onOff;singlePhase;963W;220V;;cold;4,3A;a_inmetro;10000;;;60;centralArProductCatalog:Online
1819;Evaporadora_1819:centralArProductCatalog:Staged;condenser;;Fujitsu;Branco;3100/12000/12900;;false;false;false;true;true;true;false;true;true;true;true;true;true;true;663;;;;293;535;3,32;R410-A;12000;A garantia deste produto é de 2 anos para as peças e 5 anos para o compressor concedido pela Fujitsu conforme descrito no Manual do fabricante.;horizontal;750 m³/h;1/4 pol;21;50;true;3/8 pol;coper;automatic;automatic;;inverter;singlePhase;1060W;220V;4974437376990;cold;5,3A;a_inmetro;12000;;;60;centralArProductCatalog:Staged
1819;Evaporadora_1819:centralArProductCatalog:Online;condenser;;Fujitsu;Branco;3100/12000/12900;;false;false;false;true;true;true;false;true;true;true;true;true;true;true;663;;;;293;535;3,32;R410-A;12000;A garantia deste produto é de 2 anos para as peças e 5 anos para o compressor concedido pela Fujitsu conforme descrito no Manual do fabricante.;horizontal;750 m³/h;1/4 pol;21;50;true;3/8 pol;coper;automatic;automatic;;inverter;singlePhase;1060W;220V;4974437376990;cold;5,3A;a_inmetro;12000;;;60;centralArProductCatalog:Online
