# code;components;@POWER_SUPPLY;@IDEAL_FOR_ENVIRONMENT;@MANUFACTURER;@COLOR;@MIN_MAX_NOMINAL_CAPACITY;@CONDENSER_MATERIAL;@BACKLIT_REMOTE_CONTROL;@STABLE_TEMPERATURE_CONTROL;@EVAPORATOR_TEMPERATURE_INDICATOR;@BREEZE_FUNCTION;@DEHUMIDIFICATION;@ANTI_BACTERIA_FILTER;@CLEAR_FILTER_WARNING;@ANTI_CORROSION_PROTECTION;@MEMORY;@TURBO;@SWING;@VENTILATION_SPEED_REGULATION;@SLEEP;@TIMER;@WIDTH;@PACKAGE_CONTENT;@NET_WEIGHT;@GROSS_WEIGHT;@DEPTH;@HEIGHT;@EER;@REFRIGERANT_GAS;@CAPACITY;@PRODUCT_WARRANTY;@CONDENSER_TYPE;@AIR_FLOW;@LIQUID_LINE_DIAMETER;@INTERNAL_NOISE_LEVEL;@EXTERNAL_NOISE_LEVEL;@REMOTE_CONTROL;@SUCTION_LINE_DIAMETER;@SERPENTINE_MATERIAL;@LEFT_RIGHT_AIR_CONTROL;@UP_DOWN_AIR_CONTROL;@ENERGY_CONSUMPTION;@COMPRESSOR_TECNOLOGY;@PHASE;@COOLING_POWER;@VOLTAGE;@EAN_CODE;@CYCLE;@ELETRIC_COOLING_CURRENT;@ENERGETIC_CLASSIFICATION_INMETRO;@CAPACITY_BTU;@HEATING_POWER;@ELETRIC_HEATING_CURRENT;@FREQUENCY;catalogVersion
2022;Evaporadora_2022:centralArProductCatalog:Staged;;;Rinetto;Branco;;;false;true;true;false;true;false;false;true;false;false;true;true;true;true;720;;;;260;530;3,24;R410-A;;Garantia de 1 ano concedida pela Rinetto conforme descrito no Manual do fabricante.;horizontal;450;1/4 pol;35;50;true;3/8 pol;coper;automatic;manual;16,1;onOff;singlePhase;1050W;220V;7898461966620;hotCold;3,24A;a_inmetro;9000;1050W;3,24A;60;centralArProductCatalog:Staged
2022;Evaporadora_2022:centralArProductCatalog:Online;;;Rinetto;Branco;;;false;true;true;false;true;false;false;true;false;false;true;true;true;true;720;;;;260;530;3,24;R410-A;;Garantia de 1 ano concedida pela Rinetto conforme descrito no Manual do fabricante.;horizontal;450;1/4 pol;35;50;true;3/8 pol;coper;automatic;manual;16,1;onOff;singlePhase;1050W;220V;7898461966620;hotCold;3,24A;a_inmetro;9000;1050W;3,24A;60;centralArProductCatalog:Online
2028;Evaporadora_2028:centralArProductCatalog:Staged;;;Rinetto;Branco;;;false;true;true;false;true;false;false;true;false;false;true;true;true;true;950;;;;330;730;3,26;R410-A;;Garantia de 1 ano concedida pela Rinetto conforme descrito no Manual do fabricante.;horizontal;1610;3/8 pol;48/53;59;true;5/8 pol;coper;manual;automatic;40,6;onOff;singlePhase;1916W;220V;7898461966682;hotCold;3,26A;a_inmetro;22000;6400W;3,26A;60;centralArProductCatalog:Staged
2028;Evaporadora_2028:centralArProductCatalog:Online;;;Rinetto;Branco;;;false;true;true;false;true;false;false;true;false;false;true;true;true;true;950;;;;330;730;3,26;R410-A;;Garantia de 1 ano concedida pela Rinetto conforme descrito no Manual do fabricante.;horizontal;1610;3/8 pol;48/53;59;true;5/8 pol;coper;manual;automatic;40,6;onOff;singlePhase;1916W;220V;7898461966682;hotCold;3,26A;a_inmetro;22000;6400W;3,26A;60;centralArProductCatalog:Online
2043;Evaporadora_2043:centralArProductCatalog:Staged;evaporator;;Samsung;Branco;3600/9000/10000;;false;true;false;true;true;true;true;true;true;true;true;true;true;true;660;;;;242;475;3,24;R410-A;9000;Garantia de 1 ano concedida pela Samsung conforme descrito no Manual do fabricante.;horizontal;516;1/4 pol;24;48;true;3/8 pol;coper;manual;automatic;17,1;inverter;singlePhase;815W;220V;7892509093125;hotCold;4,0A;a_inmetro;9000;800W;3,8A;60;centralArProductCatalog:Staged
2043;Evaporadora_2043:centralArProductCatalog:Online;evaporator;;Samsung;Branco;3600/9000/10000;;false;true;false;true;true;true;true;true;true;true;true;true;true;true;660;;;;242;475;3,24;R410-A;9000;Garantia de 1 ano concedida pela Samsung conforme descrito no Manual do fabricante.;horizontal;516;1/4 pol;24;48;true;3/8 pol;coper;manual;automatic;17,1;inverter;singlePhase;815W;220V;7892509093125;hotCold;4,0A;a_inmetro;9000;800W;3,8A;60;centralArProductCatalog:Online
2045;Evaporadora_2045:centralArProductCatalog:Staged;evaporator;;Samsung;Branco;2600/12000/13000;;false;true;false;true;true;true;true;true;true;true;true;true;true;true;720;;;;265;548;3,48;R410-A;12000;Garantia de 1 ano concedida pela Samsung conforme descrito no Manual do fabricante.;horizontal;594;1/4 pol;24;48;true;3/8 pol;coper;manual;automatic;22,6;inverter;singlePhase;1078W;220V;7892509093187;hotCold;5,6A;a_inmetro;12000;1010W;5,23A;60;centralArProductCatalog:Staged
2045;Evaporadora_2045:centralArProductCatalog:Online;evaporator;;Samsung;Branco;2600/12000/13000;;false;true;false;true;true;true;true;true;true;true;true;true;true;true;720;;;;265;548;3,48;R410-A;12000;Garantia de 1 ano concedida pela Samsung conforme descrito no Manual do fabricante.;horizontal;594;1/4 pol;24;48;true;3/8 pol;coper;manual;automatic;22,6;inverter;singlePhase;1078W;220V;7892509093187;hotCold;5,6A;a_inmetro;12000;1010W;5,23A;60;centralArProductCatalog:Online
2063;Evaporadora_2063:centralArProductCatalog:Staged;evaporator;;Samsung;Branco;3900/9000/10000;;false;true;false;true;true;true;true;true;true;true;true;true;true;true;660;;;;242;475;3,24;R410-A;9000;Garantia de 1 ano concedida pela Samsung conforme descrito no Manual do fabricante.;horizontal;480;1/4 pol;24;48;true;3/8 pol;coper;manual;automatic;17,1;inverter;singlePhase;815W;220V;7892509093156;cold;4,0A;a_inmetro;9000;;;60;centralArProductCatalog:Staged
2063;Evaporadora_2063:centralArProductCatalog:Online;evaporator;;Samsung;Branco;3900/9000/10000;;false;true;false;true;true;true;true;true;true;true;true;true;true;true;660;;;;242;475;3,24;R410-A;9000;Garantia de 1 ano concedida pela Samsung conforme descrito no Manual do fabricante.;horizontal;480;1/4 pol;24;48;true;3/8 pol;coper;manual;automatic;17,1;inverter;singlePhase;815W;220V;7892509093156;cold;4,0A;a_inmetro;9000;;;60;centralArProductCatalog:Online
2064;Evaporadora_2064:centralArProductCatalog:Staged;condenser;;Fujitsu;Branco;3100/24000/27300;;false;false;false;true;true;true;false;true;true;true;true;true;true;true;790;;;;290;620;3,26;R410-A;24000;A garantia deste produto é de 2 anos para as peças e 5 anos para o compressor concedido pela Fujitsu conforme descrito no Manual do fabricante.;horizontal;2460/1120;1/4 pol;32;55;true;5/8 pol;coper;manual;automatic;45,4;inverter;singlePhase;2160W;220V;4974437077286;cold;10,10A;a_inmetro;24000;;;60;centralArProductCatalog:Staged
2064;Evaporadora_2064:centralArProductCatalog:Online;condenser;;Fujitsu;Branco;3100/24000/27300;;false;false;false;true;true;true;false;true;true;true;true;true;true;true;790;;;;290;620;3,26;R410-A;24000;A garantia deste produto é de 2 anos para as peças e 5 anos para o compressor concedido pela Fujitsu conforme descrito no Manual do fabricante.;horizontal;2460/1120;1/4 pol;32;55;true;5/8 pol;coper;manual;automatic;45,4;inverter;singlePhase;2160W;220V;4974437077286;cold;10,10A;a_inmetro;24000;;;60;centralArProductCatalog:Online
2096;Evaporadora_2096:centralArProductCatalog:Staged;condenser;;Springer Midea;Branco;12000;;true;false;false;false;false;true;true;false;false;true;true;true;true;true;700;;;;270;550;3,30;R410-A;12000;Garantia de 2 anos concedida pela Springer Midea quando instalado por técnico credenciado pelo fabricante. Quando instalado por técnico não credenciado pelo fabricante, a garantia passa a ser de 90 dias conforme descrito no Manual do fabricante.;horizontal;570;1/4 pol;40;62,5;true;1/2 pol;coper;manual;automatic;22,4;inverter;singlePhase;1066W;220V;7898626576138;cold;3,8A;a_inmetro;12000;;;60;centralArProductCatalog:Staged
2096;Evaporadora_2096:centralArProductCatalog:Online;condenser;;Springer Midea;Branco;12000;;true;false;false;false;false;true;true;false;false;true;true;true;true;true;700;;;;270;550;3,30;R410-A;12000;Garantia de 2 anos concedida pela Springer Midea quando instalado por técnico credenciado pelo fabricante. Quando instalado por técnico não credenciado pelo fabricante, a garantia passa a ser de 90 dias conforme descrito no Manual do fabricante.;horizontal;570;1/4 pol;40;62,5;true;1/2 pol;coper;manual;automatic;22,4;inverter;singlePhase;1066W;220V;7898626576138;cold;3,8A;a_inmetro;12000;;;60;centralArProductCatalog:Online
2097;Evaporadora_2097:centralArProductCatalog:Staged;condenser;;Springer Midea;Branco;9000;;true;false;false;false;false;true;true;false;false;true;true;true;true;true;681;;;;285;434;3,35;R410-A;9000;Garantia de 2 anos concedida pela Springer Midea quando instalado por técnico credenciado pelo fabricante. Quando instalado por técnico não credenciado pelo fabricante, a garantia passa a ser de 90 dias conforme descrito no Manual do fabricante.;horizontal;445;1/4 pol;40;62,5;true;3/8 pol;coper;manual;automatic;16,5;inverter;singlePhase;787W;220V;7898626576121;cold;3,8A;a_inmetro;9000;;;60;centralArProductCatalog:Staged
2097;Evaporadora_2097:centralArProductCatalog:Online;condenser;;Springer Midea;Branco;9000;;true;false;false;false;false;true;true;false;false;true;true;true;true;true;681;;;;285;434;3,35;R410-A;9000;Garantia de 2 anos concedida pela Springer Midea quando instalado por técnico credenciado pelo fabricante. Quando instalado por técnico não credenciado pelo fabricante, a garantia passa a ser de 90 dias conforme descrito no Manual do fabricante.;horizontal;445;1/4 pol;40;62,5;true;3/8 pol;coper;manual;automatic;16,5;inverter;singlePhase;787W;220V;7898626576121;cold;3,8A;a_inmetro;9000;;;60;centralArProductCatalog:Online
2110;Evaporadora_2110:centralArProductCatalog:Staged;condenser;;Fujitsu;Branco;3100/18000/20500;;false;true;false;true;true;true;false;true;true;false;true;true;true;true;790;;;;290;620;3,30;R410-A;18000;A garantia deste produto é de 2 anos para as peças e 5 anos para o compressor concedido pela Fujitsu conforme descrito no Manual do fabricante.;horizontal;900 m³/h;1/4 pol;26;50;true;1/2 pol;coper;automatic;automatic;;inverter;singlePhase;1600W;220V;4974437077279;cold;7,4A;a_inmetro;18000;;;60;centralArProductCatalog:Staged
2110;Evaporadora_2110:centralArProductCatalog:Online;condenser;;Fujitsu;Branco;3100/18000/20500;;false;true;false;true;true;true;false;true;true;false;true;true;true;true;790;;;;290;620;3,30;R410-A;18000;A garantia deste produto é de 2 anos para as peças e 5 anos para o compressor concedido pela Fujitsu conforme descrito no Manual do fabricante.;horizontal;900 m³/h;1/4 pol;26;50;true;1/2 pol;coper;automatic;automatic;;inverter;singlePhase;1600W;220V;4974437077279;cold;7,4A;a_inmetro;18000;;;60;centralArProductCatalog:Online
2111;Evaporadora_2111:centralArProductCatalog:Staged;condenser;;Fujitsu;Branco;3100/24000/27300;;false;false;false;true;true;true;false;true;true;true;true;true;true;true;790;;;;290;620;3,26;R410-A;24000;A garantia deste produto é de 2 anos nas peças e 5 anos no compressor concedido pela Fujitsu conforme descrito no Manual do fabricante.;horizontal;1120 m³/h;1/4 pol;33;55;true;5/8 pol;coper;manual;automatic;41;inverter;singlePhase;2160W;220V;4974437338769;hotCold;10,1A;a_inmetro;24000;2310W;10,8A;60;centralArProductCatalog:Staged
2111;Evaporadora_2111:centralArProductCatalog:Online;condenser;;Fujitsu;Branco;3100/24000/27300;;false;false;false;true;true;true;false;true;true;true;true;true;true;true;790;;;;290;620;3,26;R410-A;24000;A garantia deste produto é de 2 anos nas peças e 5 anos no compressor concedido pela Fujitsu conforme descrito no Manual do fabricante.;horizontal;1120 m³/h;1/4 pol;33;55;true;5/8 pol;coper;manual;automatic;41;inverter;singlePhase;2160W;220V;4974437338769;hotCold;10,1A;a_inmetro;24000;2310W;10,8A;60;centralArProductCatalog:Online
2127;Evaporadora_2127:centralArProductCatalog:Staged;condenser;;LG;Espelhado/Preto;3000/12000/13200;;false;true;true;false;true;true;false;true;false;true;true;true;true;true;718;;;;235;483;3,24;R410-A;12000;A garantia deste produto é de 1 ano do equipamento e 10 anos do compressor concedido pela Lg conforme descrito no Manual do fabricante.;horizontal;12,5;1/4 pol;41/35/27/19;47;true;3/8 pol;coper;manual;automatic;22,8;inverter;singlePhase;1085W;220V;7893299911293;hotCold;6A;a_inmetro;12000;975W;5,5A;60;centralArProductCatalog:Staged
2127;Evaporadora_2127:centralArProductCatalog:Online;condenser;;LG;Espelhado/Preto;3000/12000/13200;;false;true;true;false;true;true;false;true;false;true;true;true;true;true;718;;;;235;483;3,24;R410-A;12000;A garantia deste produto é de 1 ano do equipamento e 10 anos do compressor concedido pela Lg conforme descrito no Manual do fabricante.;horizontal;12,5;1/4 pol;41/35/27/19;47;true;3/8 pol;coper;manual;automatic;22,8;inverter;singlePhase;1085W;220V;7893299911293;hotCold;6A;a_inmetro;12000;975W;5,5A;60;centralArProductCatalog:Online
2128;Evaporadora_2128:centralArProductCatalog:Staged;condenser;;LG;Espelhado/Preto;3685/18000/18300;;false;true;true;false;true;true;false;true;false;true;true;true;true;true;770;;;;288;545;3,24;R410-A;18000;A garantia deste produto é de 1 ano do equipamento e 10 anos do compressor concedido pela Lg conforme descrito no Manual do fabricante.;;19;1/4 pol;42/40/35/29;51;true;1/2 pol;coper;automatic;automatic;34,2;inverter;singlePhase;1630W;220V;8806098188086;hotCold;7,4A;a_inmetro;18000;1630W;7A;60;centralArProductCatalog:Staged
2128;Evaporadora_2128:centralArProductCatalog:Online;condenser;;LG;Espelhado/Preto;3685/18000/18300;;false;true;true;false;true;true;false;true;false;true;true;true;true;true;770;;;;288;545;3,24;R410-A;18000;A garantia deste produto é de 1 ano do equipamento e 10 anos do compressor concedido pela Lg conforme descrito no Manual do fabricante.;;19;1/4 pol;42/40/35/29;51;true;1/2 pol;coper;automatic;automatic;34,2;inverter;singlePhase;1630W;220V;8806098188086;hotCold;7,4A;a_inmetro;18000;1630W;7A;60;centralArProductCatalog:Online
2129;Evaporadora_2129:centralArProductCatalog:Staged;condenser;;LG;Espelhado/Preto;3500/22000/24500;;false;true;true;false;true;true;false;true;false;true;true;true;true;true;870;;;;320;655;3,24;R410-A;24000;A garantia deste produto é de 1 ano do equipamento e 10 anos do compressor concedido pela Lg conforme descrito no Manual do fabricante.;horizontal;21;1/4 pol;47/42/37/29;53;true;5/8 pol;coper;manual;automatic;41,8;inverter;singlePhase;1980W;220V;7893299911316;hotCold;9,6A;a_inmetro;22000;1990W;9,1A;60;centralArProductCatalog:Staged
2129;Evaporadora_2129:centralArProductCatalog:Online;condenser;;LG;Espelhado/Preto;3500/22000/24500;;false;true;true;false;true;true;false;true;false;true;true;true;true;true;870;;;;320;655;3,24;R410-A;24000;A garantia deste produto é de 1 ano do equipamento e 10 anos do compressor concedido pela Lg conforme descrito no Manual do fabricante.;horizontal;21;1/4 pol;47/42/37/29;53;true;5/8 pol;coper;manual;automatic;41,8;inverter;singlePhase;1980W;220V;7893299911316;hotCold;9,6A;a_inmetro;22000;1990W;9,1A;60;centralArProductCatalog:Online
2144;Evaporadora_2144:centralArProductCatalog:Staged;evaporator;;Samsung;Branco;3900/11500/13000;;false;true;false;true;true;true;true;true;true;true;true;true;true;true;720;;;;265;548;3,38;R410-A;12000;Garantia de 1 ano concedida pela Samsung conforme descrito no Manual do fabricante.;horizontal;540;1/4 pol;24;48;true;3/8 pol;coper;manual;automatic;22,4;inverter;singlePhase;1085W;220V;7892509099707;cold;5,4A;a_inmetro;11500;;;60;centralArProductCatalog:Staged
2144;Evaporadora_2144:centralArProductCatalog:Online;evaporator;;Samsung;Branco;3900/11500/13000;;false;true;false;true;true;true;true;true;true;true;true;true;true;true;720;;;;265;548;3,38;R410-A;12000;Garantia de 1 ano concedida pela Samsung conforme descrito no Manual do fabricante.;horizontal;540;1/4 pol;24;48;true;3/8 pol;coper;manual;automatic;22,4;inverter;singlePhase;1085W;220V;7892509099707;cold;5,4A;a_inmetro;11500;;;60;centralArProductCatalog:Online
2145;Evaporadora_2145:centralArProductCatalog:Staged;evaporator;;Consul;Branco;;;false;true;true;false;true;false;true;true;false;true;true;true;true;true;810;;;;280;590;3,24;R410-A;18000;Garantia de 1 ano concedida pela Consul conforme descrito no Manual do fabricante.;horizontal;995;1/4 pol;46;56;true;1/2 pol;coper;manual;automatic;34,2;inverter;singlePhase;2119W;220V;7891129264847;hotCold;7,6A;a_inmetro;18000;2119W;7,6A;60;centralArProductCatalog:Staged
2145;Evaporadora_2145:centralArProductCatalog:Online;evaporator;;Consul;Branco;;;false;true;true;false;true;false;true;true;false;true;true;true;true;true;810;;;;280;590;3,24;R410-A;18000;Garantia de 1 ano concedida pela Consul conforme descrito no Manual do fabricante.;horizontal;995;1/4 pol;46;56;true;1/2 pol;coper;manual;automatic;34,2;inverter;singlePhase;2119W;220V;7891129264847;hotCold;7,6A;a_inmetro;18000;2119W;7,6A;60;centralArProductCatalog:Online
2146;Evaporadora_2146:centralArProductCatalog:Staged;evaporator;;Consul;Branco;;;false;true;true;false;true;false;true;true;false;true;true;true;true;true;720;;;;240;480;3,24;R410-A;12000;Garantia de 1 ano concedida pela Consul conforme descrito no Manual do fabricante.;horizontal;645;1/4 pol;40;54;true;1/2 pol;coper;manual;automatic;22,8;inverter;singlePhase;1085W;220V;7891129264823;hotCold;5,0A;a_inmetro;12000;1085W;5,0A;60;centralArProductCatalog:Staged
2146;Evaporadora_2146:centralArProductCatalog:Online;evaporator;;Consul;Branco;;;false;true;true;false;true;false;true;true;false;true;true;true;true;true;720;;;;240;480;3,24;R410-A;12000;Garantia de 1 ano concedida pela Consul conforme descrito no Manual do fabricante.;horizontal;645;1/4 pol;40;54;true;1/2 pol;coper;manual;automatic;22,8;inverter;singlePhase;1085W;220V;7891129264823;hotCold;5,0A;a_inmetro;12000;1085W;5,0A;60;centralArProductCatalog:Online
2152;Evaporadora_2152:centralArProductCatalog:Staged;evaporator;;Consul;Branco;18000;;false;true;true;false;true;false;true;true;false;true;true;true;true;true;810;;;;280;590;3,24;R410-A;18000;Garantia de 1 ano concedida pela Consul conforme descrito no Manual do fabricante.;horizontal;1050;1/4 pol;45;56;true;1/2 pol;coper;manual;automatic;34,2;onOff;singlePhase;1628W;220V;7891129265059;hotCold;7,6A;a_inmetro;18000;1628W;7,6A;60;centralArProductCatalog:Staged
2152;Evaporadora_2152:centralArProductCatalog:Online;evaporator;;Consul;Branco;18000;;false;true;true;false;true;false;true;true;false;true;true;true;true;true;810;;;;280;590;3,24;R410-A;18000;Garantia de 1 ano concedida pela Consul conforme descrito no Manual do fabricante.;horizontal;1050;1/4 pol;45;56;true;1/2 pol;coper;manual;automatic;34,2;onOff;singlePhase;1628W;220V;7891129265059;hotCold;7,6A;a_inmetro;18000;1628W;7,6A;60;centralArProductCatalog:Online
2153;Evaporadora_2153:centralArProductCatalog:Staged;evaporator;;Consul;Branco;12000;;false;true;true;false;true;false;true;true;false;true;true;true;true;true;710;;;;240;480;3,24;R410-A;12000;Garantia de 1 ano concedida pela Consul conforme descrito no manual do fabricante.;horizontal;600;1/4 pol;39;54;true;1/2 pol;coper;manual;automatic;22,8;onOff;singlePhase;1085W;220V;7891129265042;hotCold;5,0A;a_inmetro;12000;1085W;5,0A;60;centralArProductCatalog:Staged
2153;Evaporadora_2153:centralArProductCatalog:Online;evaporator;;Consul;Branco;12000;;false;true;true;false;true;false;true;true;false;true;true;true;true;true;710;;;;240;480;3,24;R410-A;12000;Garantia de 1 ano concedida pela Consul conforme descrito no manual do fabricante.;horizontal;600;1/4 pol;39;54;true;1/2 pol;coper;manual;automatic;22,8;onOff;singlePhase;1085W;220V;7891129265042;hotCold;5,0A;a_inmetro;12000;1085W;5,0A;60;centralArProductCatalog:Online
2154;Evaporadora_2154:centralArProductCatalog:Staged;evaporator;;Consul;Branco;9000;;false;true;true;false;true;false;true;true;false;true;true;true;true;true;680;;;;240;480;3,24;R410-A;9000;Garantia de 1 ano concedida pela Consul conforme descrito no manual do fabricante.;horizontal;500;1/4 pol;36;51;true;3/8 pol;coper;manual;automatic;17,1;onOff;singlePhase;814W;220V;7891129264809;hotCold;3,6A;a_inmetro;9000;814W;3,6A;60;centralArProductCatalog:Staged
2154;Evaporadora_2154:centralArProductCatalog:Online;evaporator;;Consul;Branco;9000;;false;true;true;false;true;false;true;true;false;true;true;true;true;true;680;;;;240;480;3,24;R410-A;9000;Garantia de 1 ano concedida pela Consul conforme descrito no manual do fabricante.;horizontal;500;1/4 pol;36;51;true;3/8 pol;coper;manual;automatic;17,1;onOff;singlePhase;814W;220V;7891129264809;hotCold;3,6A;a_inmetro;9000;814W;3,6A;60;centralArProductCatalog:Online
2155;Evaporadora_2155:centralArProductCatalog:Staged;evaporator;;Consul;Branco;22000;;false;true;true;false;true;false;true;true;false;true;true;true;true;true;440;;;;490;720;3,24;R410-A;22000;Garantia de 1 ano concedida pela Consul conforme descrito no manual do fabricante.;vertical;1200;3/8 pol;48;60;true;5/8 pol;;manual;automatic;41,8;onOff;singlePhase;1989W;220V;7891129265028;cold;11,9A;a_inmetro;22000;;;60;centralArProductCatalog:Staged
2155;Evaporadora_2155:centralArProductCatalog:Online;evaporator;;Consul;Branco;22000;;false;true;true;false;true;false;true;true;false;true;true;true;true;true;440;;;;490;720;3,24;R410-A;22000;Garantia de 1 ano concedida pela Consul conforme descrito no manual do fabricante.;vertical;1200;3/8 pol;48;60;true;5/8 pol;;manual;automatic;41,8;onOff;singlePhase;1989W;220V;7891129265028;cold;11,9A;a_inmetro;22000;;;60;centralArProductCatalog:Online
2156;Evaporadora_2156:centralArProductCatalog:Staged;evaporator;;Consul;Branco;18000;;false;true;true;false;true;false;true;true;false;true;true;true;true;true;380;;;;430;550;3,24;R410-A;18000;Garantia de 1 ano concedido pela Consul conforme descrito no manual do fabricante.;vertical;1050;1/4 pol;45;60;true;1/2 pol;;manual;automatic;34,2;onOff;singlePhase;1628W;220V;7891129265011;cold;7,6A;a_inmetro;18000;;;60;centralArProductCatalog:Staged
2156;Evaporadora_2156:centralArProductCatalog:Online;evaporator;;Consul;Branco;18000;;false;true;true;false;true;false;true;true;false;true;true;true;true;true;380;;;;430;550;3,24;R410-A;18000;Garantia de 1 ano concedido pela Consul conforme descrito no manual do fabricante.;vertical;1050;1/4 pol;45;60;true;1/2 pol;;manual;automatic;34,2;onOff;singlePhase;1628W;220V;7891129265011;cold;7,6A;a_inmetro;18000;;;60;centralArProductCatalog:Online
2157;Evaporadora_2157:centralArProductCatalog:Staged;evaporator;;Consul;Branco;12000;;false;true;true;false;true;false;true;true;false;true;true;true;true;true;380;;;;430;520;3,24;R410-A;12000;Garantia de 1 ano concedida pela Consul conforme descrito no Manual do fabricante.;vertical;600;1/4 pol;39;58;true;1/2 pol;;manual;automatic;22,8;onOff;singlePhase;1085W;220V;7891129265004;cold;5,0A;a_inmetro;12000;;;60;centralArProductCatalog:Staged
2157;Evaporadora_2157:centralArProductCatalog:Online;evaporator;;Consul;Branco;12000;;false;true;true;false;true;false;true;true;false;true;true;true;true;true;380;;;;430;520;3,24;R410-A;12000;Garantia de 1 ano concedida pela Consul conforme descrito no Manual do fabricante.;vertical;600;1/4 pol;39;58;true;1/2 pol;;manual;automatic;22,8;onOff;singlePhase;1085W;220V;7891129265004;cold;5,0A;a_inmetro;12000;;;60;centralArProductCatalog:Online
2158;Evaporadora_2158:centralArProductCatalog:Staged;evaporator;;Consul;Branco;9000;;false;true;true;false;true;false;true;true;false;true;true;true;true;true;380;;;;430;520;3,24;R410-A;9000;Garantia de 1 ano concedida pela Consul conforme descrito no Manual do fabricante.;vertical;500;1/4 pol;36;55;true;3/8 pol;;manual;automatic;17,1;onOff;singlePhase;814W;220V;7891129264991;cold;3,6A;a_inmetro;9000;;;60;centralArProductCatalog:Staged
2158;Evaporadora_2158:centralArProductCatalog:Online;evaporator;;Consul;Branco;9000;;false;true;true;false;true;false;true;true;false;true;true;true;true;true;380;;;;430;520;3,24;R410-A;9000;Garantia de 1 ano concedida pela Consul conforme descrito no Manual do fabricante.;vertical;500;1/4 pol;36;55;true;3/8 pol;;manual;automatic;17,1;onOff;singlePhase;814W;220V;7891129264991;cold;3,6A;a_inmetro;9000;;;60;centralArProductCatalog:Online
2159;Evaporadora_2159:centralArProductCatalog:Staged;evaporator;;Consul;Branco;;;false;true;true;false;true;false;true;true;false;true;true;true;true;true;890;;;;310;650;3,24;R410-A;22000;Garantia de 1 ano concedida pela Consul conforme descrito no Manual do fabricante.;horizontal;1240;3/8 pol;48;57;true;5/8 pol;coper;manual;automatic;41,8;inverter;singlePhase;1989W;220V;7891129264908;hotCold;11,9A;a_inmetro;22000;1989W;11,9A;60;centralArProductCatalog:Staged
2159;Evaporadora_2159:centralArProductCatalog:Online;evaporator;;Consul;Branco;;;false;true;true;false;true;false;true;true;false;true;true;true;true;true;890;;;;310;650;3,24;R410-A;22000;Garantia de 1 ano concedida pela Consul conforme descrito no Manual do fabricante.;horizontal;1240;3/8 pol;48;57;true;5/8 pol;coper;manual;automatic;41,8;inverter;singlePhase;1989W;220V;7891129264908;hotCold;11,9A;a_inmetro;22000;1989W;11,9A;60;centralArProductCatalog:Online
2161;Evaporadora_2161:centralArProductCatalog:Staged;evaporator;;Consul;Branco;;;false;true;true;false;true;false;true;true;false;true;true;true;true;true;660;;;;240;480;3,24;R410-A;9000;Garantia de 1 ano concedida pela Consul conforme descrito no Manual do fabricante.;horizontal;600;1/4 pol;39;53;true;3/8 pol;coper;manual;automatic;17,1;inverter;singlePhase;814W;220V;7891129264588;hotCold;3,6A;a_inmetro;9000;814W;3,6A;60;centralArProductCatalog:Staged
2161;Evaporadora_2161:centralArProductCatalog:Online;evaporator;;Consul;Branco;;;false;true;true;false;true;false;true;true;false;true;true;true;true;true;660;;;;240;480;3,24;R410-A;9000;Garantia de 1 ano concedida pela Consul conforme descrito no Manual do fabricante.;horizontal;600;1/4 pol;39;53;true;3/8 pol;coper;manual;automatic;17,1;inverter;singlePhase;814W;220V;7891129264588;hotCold;3,6A;a_inmetro;9000;814W;3,6A;60;centralArProductCatalog:Online
2162;Evaporadora_2162:centralArProductCatalog:Staged;evaporator;;Consul;Branco;;;false;true;true;false;true;false;true;true;false;true;true;true;true;true;660;;;;240;480;3,24;R410-A;9000;Garantia de 1 ano nas concedida pela Consul conforme descrito no Manual do fabricante.;horizontal;600;1/4 pol;39;53;true;3/8 pol;coper;manual;automatic;17,1;inverter;singlePhase;814W;220V;7891129264564;cold;3,6A;a_inmetro;9000;;;60;centralArProductCatalog:Staged
2162;Evaporadora_2162:centralArProductCatalog:Online;evaporator;;Consul;Branco;;;false;true;true;false;true;false;true;true;false;true;true;true;true;true;660;;;;240;480;3,24;R410-A;9000;Garantia de 1 ano nas concedida pela Consul conforme descrito no Manual do fabricante.;horizontal;600;1/4 pol;39;53;true;3/8 pol;coper;manual;automatic;17,1;inverter;singlePhase;814W;220V;7891129264564;cold;3,6A;a_inmetro;9000;;;60;centralArProductCatalog:Online
2163;Evaporadora_2163:centralArProductCatalog:Staged;evaporator;;Consul;Branco;;;false;true;true;false;true;false;true;true;false;true;true;true;true;true;720;;;;240;480;3,24;R410-A;12000;Garantia de 1 ano concedida pela Consul conforme descrito no Manual do fabricante.;horizontal;645;1/4 pol;40;54;true;1/2 pol;coper;manual;automatic;22,8;inverter;singlePhase;1085W;220V;7891129264809;cold;5,0A;a_inmetro;12000;;;60;centralArProductCatalog:Staged
2163;Evaporadora_2163:centralArProductCatalog:Online;evaporator;;Consul;Branco;;;false;true;true;false;true;false;true;true;false;true;true;true;true;true;720;;;;240;480;3,24;R410-A;12000;Garantia de 1 ano concedida pela Consul conforme descrito no Manual do fabricante.;horizontal;645;1/4 pol;40;54;true;1/2 pol;coper;manual;automatic;22,8;inverter;singlePhase;1085W;220V;7891129264809;cold;5,0A;a_inmetro;12000;;;60;centralArProductCatalog:Online
